nearest_facility_id,nearest_facility_type,nearest_facility_name,thermal_detections,active_days,mean_frp_mw,median_frp_mw,max_frp_mw,std_frp_mw,mean_brightness_k,max_brightness_k,mean_t31_k,max_t31_k,high_confidence_detections,night_detections,mean_distance_km,min_distance_km,detections_per_active_day,detections_per_month,high_confidence_fraction,night_fraction,mean_daily_detections,median_daily_detections,max_daily_detections,std_daily_detections,mean_daily_total_frp_mw,max_daily_total_frp_mw
P100000120543,steel,Jindal Stainless Jajpur steel plant,389,209,2.72280205655527,2.23,11.24,1.7334403888947054,318.9540359897172,348.93,293.7001285347044,315.66,0,294,0.5582677975431637,0.2251231451056364,1.861244019138756,32.416666666666664,0.0,0.7557840616966581,1.861244019138756,2.0,5,0.8687304966129067,5.067799043062202,19.35
P100000120544,steel,Jindal Stainless Hisar steel plant,90,80,1.1326666666666667,0.9,4.4,0.6686222628189095,304.04822222222225,337.17,288.2274444444445,306.44,0,88,0.6006166745252075,0.048918227005325,1.125,7.5,0.0,0.9777777777777777,1.125,1.0,2,0.33280548924392167,1.2742499999999999,4.4
P100000120546,steel,Tata Metaliks Kharagpur steel plant,66,52,0.9616666666666667,0.9099999999999999,2.18,0.3920187724442772,303.56151515151515,314.37,288.8610606060606,296.56,0,66,0.4801217113204594,0.0496688027868703,1.2692307692307692,5.5,0.0,1.0,1.2692307692307692,1.0,3,0.5282373432458147,1.220576923076923,3.67
P100000120547,steel,Jayaswal Neco Industries Raipur steel plant,25,23,1.2544,0.94,3.96,0.8329569816823275,303.7856,335.96,289.4168,297.77,0,24,0.6130523320642937,0.1829739270622601,1.0869565217391304,2.0833333333333335,0.0,0.96,1.0869565217391304,1.0,2,0.2881040655200304,1.3634782608695653,3.9699999999999998
P100000120549,steel,SAIL Alloy steel plant,40,40,0.8165000000000001,0.725,1.69,0.3039277073286529,301.1325,312.01,288.24325,296.02,0,40,0.7803910999716841,0.546517411866667,1.0,3.3333333333333335,0.0,1.0,1.0,1.0,1,0.0,0.8165000000000001,1.69
P100000120552,steel,Hospet Steels Hospet plant,40,35,1.08275,1.045,2.08,0.39483841225857425,306.982,318.88,289.81475,295.94,0,40,0.7128143148165941,0.0382916978534733,1.1428571428571428,3.3333333333333335,0.0,1.0,1.1428571428571428,1.0,3,0.42996970774675736,1.2374285714285715,3.0
P100000120555,steel,Rashmi Metaliks Kharagpur steel plant,645,243,2.348790697674419,1.9,9.66,1.5381244410601587,313.939007751938,345.54,292.0236434108527,312.94,0,560,0.690053068863333,0.0753059245081292,2.654320987654321,53.75,0.0,0.8682170542635659,2.654320987654321,3.0,6,1.322036625320921,6.234444444444445,20.47
P100000120557,steel,Godawari Power and Ispat Siltara steel plant,314,193,1.9339171974522293,1.78,5.09,0.795838781992779,307.4209872611465,338.76,290.42044585987264,307.97,0,312,0.27277152700172824,0.0065789263399848,1.6269430051813472,26.166666666666668,0.0,0.9936305732484076,1.6269430051813472,1.0,5,0.8073229178028282,3.1463730569948187,11.1
P100000120558,steel,Prakash Industries Janjgir steel plant,262,193,1.7767175572519085,1.545,9.55,1.0594851223675337,309.33068702290075,342.93,290.52862595419845,310.56,0,250,0.19821836469881596,0.0242101756351383,1.3575129533678756,21.833333333333332,0.0,0.9541984732824428,1.3575129533678756,1.0,4,0.6468336589753348,2.411917098445596,13.45
P100000120560,steel,Jai Balaji Durgapur Unit IV steel plant,95,78,1.4738947368421054,1.31,5.1,0.8570090179729137,306.25178947368425,345.65,290.8254736842105,317.4,0,91,0.7292088304756948,0.1050389118493408,1.2179487179487178,7.916666666666667,0.0,0.9578947368421052,1.2179487179487178,1.0,4,0.5258866575192573,1.7951282051282054,5.1
P100000120562,steel,Jai Balaji Jyoti Steels Sundargarh plant,22,22,0.5363636363636364,0.475,1.48,0.26968315544172267,298.81363636363636,307.43,286.87227272727273,294.85,0,22,0.24715280611253804,0.0837716822478903,1.0,1.8333333333333333,0.0,1.0,1.0,1.0,1,0.0,0.5363636363636364,1.48
P100000120563,steel,Orissa Sponge Iron and Steel plant,26,25,0.6796153846153847,0.69,1.12,0.20906421538332698,301.4930769230769,308.45,287.1469230769231,295.0,0,26,0.20784390279235165,0.0935063105200503,1.04,2.1666666666666665,0.0,1.0,1.04,1.0,2,0.2,0.7068000000000001,1.1600000000000001
P100000120564,steel,Atibir Industries Bhorandiha steel plant,34,27,0.7958823529411765,0.695,1.92,0.36163867491502605,302.61,335.84,288.2364705882353,308.4,0,33,0.3818644050643924,0.2000074023488796,1.2592592592592593,2.8333333333333335,0.0,0.9705882352941176,1.2592592592592593,1.0,2,0.44657608470472243,1.0022222222222221,2.11
P100000120566,steel,Orissa Metaliks Markuta steel plant,138,115,1.4496376811594203,1.27,10.34,1.128336033074044,306.8482608695652,347.75,291.403115942029,314.27,0,132,0.30767492551129066,0.0732297130902785,1.2,11.5,0.0,0.9565217391304348,1.2,1.0,4,0.46263926305416214,1.7395652173913045,12.96
P100000120567,steel,MSP Steel & Power Raigarh plant,289,202,1.2284429065743945,1.12,5.46,0.5805953580759153,305.1104152249135,335.95,289.08512110726645,306.83,0,288,0.32924891179201704,0.0258811319837717,1.4306930693069306,24.083333333333332,0.0,0.9965397923875432,1.4306930693069306,1.0,5,0.6523196381376122,1.7575247524752475,7.209999999999999
P100000120568,steel,Arjas Steel Tadipatri plant,45,36,1.6653333333333333,1.36,4.91,0.9930270526389134,312.5435555555556,339.85,291.12244444444445,313.85,0,42,0.467125679867364,0.1824523148286211,1.25,3.75,0.0,0.9333333333333333,1.25,1.0,2,0.43915503282683976,2.0816666666666666,4.91
P100000120569,steel,Rungta Mines Dhenkanal steel plant,617,242,2.105299837925446,1.73,9.76,1.2857726525992264,310.8144084278768,340.71,290.9313290113452,310.44,0,565,0.6342995105119585,0.1499089533852076,2.549586776859504,51.416666666666664,0.0,0.9157212317666127,2.549586776859504,2.0,9,1.4228499229458154,5.367644628099174,22.89
P100000120575,steel,Sunflag Iron and Steel plant,149,124,1.5778523489932885,1.43,5.06,0.7490566714013009,306.6576510067114,334.36,291.36241610738256,307.79,0,144,0.29333884451899755,0.0159250647826619,1.2016129032258065,12.416666666666666,0.0,0.9664429530201343,1.2016129032258065,1.0,4,0.493532788338816,1.895967741935484,12.809999999999999
P100000120576,steel,Tata Steel Ludhiana steel plant,3,2,4.526666666666666,2.28,9.14,3.9957143708395044,340.07,344.53,304.30333333333334,313.17,0,0,0.5657047115494721,0.4058633721512251,1.5,0.25,0.0,0.0,1.5,1.5,2,0.7071067811865476,6.79,9.14
P100000121032,steel,Yazdani Steel and Power Kalinganagar steel plant,5,5,0.734,0.74,0.94,0.14099645385611653,302.184,305.45,291.69,295.08,0,5,0.06087044576005084,0.026334099468901,1.0,0.4166666666666667,0.0,1.0,1.0,1.0,1,0.0,0.734,0.94
P100000121165,steel,Nilachal Iron & Power Gamharia steel plant,333,216,1.3831231231231231,1.28,4.23,0.6158761805223474,307.8663663663664,332.68,288.70417417417417,305.66,0,328,0.24947536500682718,0.008242288608273,1.5416666666666667,27.75,0.0,0.984984984984985,1.5416666666666667,1.0,6,0.8507862300850464,2.1323148148148148,15.02
P100000121178,steel,ArcelorMittal Nippon Steel Paradip plant,3,3,6.903333333333333,6.89,7.96,1.0500634901439687,334.9433333333333,338.68,297.71666666666664,305.32,0,0,0.5009994841863558,0.4666970106151972,1.0,0.25,0.0,0.0,1.0,1.0,1,0.0,6.903333333333333,7.96
P100000121181,steel,Shyam Steel Raghunathpur steel plant,19,19,0.7447368421052631,0.77,1.19,0.2358052025873294,300.7194736842105,309.11,287.5257894736842,294.27,0,19,0.9216638438780965,0.8306833972557944,1.0,1.5833333333333333,0.0,1.0,1.0,1.0,1,0.0,0.7447368421052631,1.19
P100000121182,steel,Shyam Steel Mejia steel plant,365,211,1.5455890410958903,1.45,8.85,0.8354708456586065,305.9708493150685,336.28,288.88032876712333,308.79,0,358,0.5988518213026061,0.0344681380118303,1.7298578199052133,30.416666666666668,0.0,0.9808219178082191,1.7298578199052133,1.0,5,0.9651101484992152,2.673649289099526,11.36
P100000121183,steel,Shyam Metalics Jamuria steel plant,1003,239,1.925543369890329,1.71,8.91,0.9973343607882924,308.6496211365902,335.86,290.17855433698907,308.66,0,953,0.49550389926468563,0.017755945564065,4.196652719665272,83.58333333333333,0.0,0.9501495513459621,4.196652719665272,4.0,11,1.9997450700717296,8.080836820083682,23.85
P100000121184,steel,Shyam Metalics Sambalpur steel plant,207,141,1.8121256038647344,1.57,6.88,0.9972385774044197,308.2445893719807,338.22,290.95478260869567,309.46,0,190,0.4164352838660889,0.0212467244251117,1.4680851063829787,17.25,0.0,0.9178743961352657,1.4680851063829787,1.0,4,0.6158987798257775,2.6603546099290782,9.11
P100000121185,steel,Rungta Mines Karakhendra steel plant,39,38,0.7320512820512821,0.74,1.38,0.26060839231124144,302.10282051282053,310.74,286.85282051282053,294.67,0,39,0.34082617019086936,0.1350009058212527,1.0263157894736843,3.25,0.0,1.0,1.0263157894736843,1.0,2,0.16222142113076254,0.7513157894736843,1.43
P100000121186,steel,Rungta Mines Kamanda steel plant,587,238,1.4216524701873936,1.25,8.04,0.8202485441857047,305.8202044293015,335.67,287.2421976149915,310.48,0,570,0.4081983477526617,0.0070115650180821,2.466386554621849,48.916666666666664,0.0,0.9710391822827938,2.466386554621849,2.0,9,1.288100509150974,3.506344537815126,11.65
P100000121187,steel,Orissa Metaliks Kharagpur steel plant,823,271,2.88501822600243,2.41,10.87,1.689880779684103,317.6530619684083,352.08,292.8338517618469,320.27,0,638,0.3577055951445919,0.0219463317287899,3.03690036900369,68.58333333333333,0.0,0.7752126366950183,3.03690036900369,3.0,9,1.666256612123207,8.76151291512915,32.23
P100000121188,steel,Orissa Alloy Steel Kharagpur Plant,279,180,2.7411827956989248,2.12,9.77,1.7436180750512404,317.1578853046595,344.54,294.02089605734767,316.44,0,212,0.7598807148255083,0.4297337067238735,1.55,23.25,0.0,0.7598566308243727,1.55,1.0,4,0.7190543137658317,4.248833333333333,17.89
P100000121189,steel,Orissa Steel and Power Jhargram steel plant,683,236,1.9402196193265009,1.71,7.8,0.9887894099105095,311.9117423133236,343.46,291.0502489019034,315.86,0,632,0.5776826137490407,0.0243545365726834,2.8940677966101696,56.916666666666664,0.0,0.9253294289897511,2.8940677966101696,3.0,8,1.2451637419714048,5.615127118644068,19.18
P100000121190,steel,Prakash Sponge Iron and Power Challakere steel plant,1,1,0.7,0.7,0.7,,302.85,302.85,292.65,292.65,0,1,0.5894010674173082,0.5894010674173082,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,0.7,0.7
P100000121191,steel,Shakambhari Ispat and Power Purulia steel plant,357,203,1.5292717086834735,1.42,6.26,0.6919269840437753,305.61481792717086,318.56,289.79106442577034,301.85,0,357,0.2382149849080289,0.0185964036777898,1.7586206896551724,29.75,0.0,1.0,1.7586206896551724,1.0,6,1.002897815671532,2.689408866995074,9.81
P100000121192,steel,Shri Bajrang Power & Ispat Tilda steel plant,314,205,1.504872611464968,1.4,4.39,0.6287485539575433,307.4289171974522,320.39,290.0974522292994,299.63,0,314,0.3445010389885359,0.0281079367855252,1.5317073170731708,26.166666666666668,0.0,1.0,1.5317073170731708,1.0,5,0.8075741404652323,2.3050243902439025,7.5200000000000005
P100000121195,steel,Evonith Metallics Wardha steel plant,105,75,1.8575238095238094,1.37,15.89,1.9127782758596805,310.2695238095238,349.36,291.7112380952381,316.44,0,93,0.25918396417281786,0.0183960773133619,1.4,8.75,0.0,0.8857142857142857,1.4,1.0,3,0.5452497568062706,2.6005333333333334,15.89
P100000121205,steel,Vedanta Sesa Goa Pig Iron Plant,54,52,1.9427777777777777,1.355,9.46,1.6613661310450651,311.0553703703703,338.03,295.4551851851852,307.37,0,46,0.6438788060271402,0.1377460868607936,1.0384615384615385,4.5,0.0,0.8518518518518519,1.0384615384615385,1.0,2,0.19418390934515437,2.0175,9.46
P100000121207,steel,Electrosteel Castings Srikalahasthi steel plant,1,1,1.42,1.42,1.42,,304.14,304.14,287.85,287.85,0,1,0.0980417108121313,0.0980417108121313,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,1.42,1.42
P100000121216,steel,Godawari Power and Ispat Sarora steel plant,8,8,2.1475,1.33,5.19,1.7443275413260466,312.4625,337.89,293.28625,304.69,0,5,0.7642899254780644,0.5055188978621274,1.0,0.6666666666666666,0.0,0.625,1.0,1.0,1,0.0,2.1475,5.19
P100000121236,steel,Evonith Value Steel Wardha steel plant,61,55,1.469016393442623,1.21,7.13,1.0154862626972243,307.04590163934427,318.74,290.99508196721314,299.94,0,61,0.21616802669245616,0.0557448134692373,1.1090909090909091,5.083333333333333,0.0,1.0,1.1090909090909091,1.0,2,0.31462660248284635,1.6292727272727272,7.13
P100000121239,steel,Mono Steel Gandhidham plant,44,42,0.7020454545454545,0.74,1.32,0.2557304135167794,301.9468181818182,308.41,289.595,296.12,0,44,0.27465804284530865,0.0228932089640543,1.0476190476190477,3.6666666666666665,0.0,1.0,1.0476190476190477,1.0,2,0.21554026870452123,0.7354761904761905,1.81
P100000123900,cement,Birla Corporation Satna Cement Plant,13,13,0.9346153846153846,0.83,2.57,0.5292859243769759,299.9623076923077,306.46,288.18384615384616,292.42,0,13,0.24850361250808375,0.0874226459544107,1.0,1.0833333333333333,0.0,1.0,1.0,1.0,1,0.0,0.9346153846153846,2.57
P100000123901,cement,Birla Corporation Chanderia Cement Plant,100,89,1.1992,1.18,2.51,0.438080477824001,305.58029999999997,314.56,289.80150000000003,300.52,0,100,0.3321632238046815,0.0734402043464391,1.1235955056179776,8.333333333333334,0.0,1.0,1.1235955056179776,1.0,2,0.33098423194731325,1.3474157303370786,3.29
P100000123902,cement,KJS Cement Maihar Cement Plant,1,1,4.81,4.81,4.81,,340.65,340.65,305.9,305.9,0,0,0.8180619347534571,0.8180619347534571,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,4.81,4.81
P100000123904,cement,Birla Corporation Durgapur Cement Plant,573,229,2.9584642233856893,2.1,29.45,2.9093864396894014,317.72603839441535,367.0,290.30104712041884,316.45,5,455,0.6626931050110787,0.0679505933877899,2.502183406113537,47.75,0.008726003490401396,0.794066317626527,2.502183406113537,2.0,10,1.4346111831839374,7.402620087336245,36.43
P100000123906,cement,RCCPL Kundanganj Cement Plant,2,1,2.9,2.9,2.9,0.0,337.86,345.51,298.325,298.5,0,0,0.7974164126486806,0.6617239095954459,2.0,0.16666666666666666,0.0,0.0,2.0,2.0,2,,5.8,5.8
P100000123911,cement,Cement Corporation of India Tandur Cement Plant,6,6,0.5016666666666666,0.565,0.6,0.12967909109284606,301.46666666666664,306.34,289.91833333333335,293.01,0,6,0.11750132889857216,0.0518785793992629,1.0,0.5,0.0,1.0,1.0,1.0,1,0.0,0.5016666666666666,0.6
P100000123917,cement,UltraTech Cement Gadchandur Cement Plant,50,46,1.1838,1.0750000000000002,3.23,0.4709169951557606,305.4182,313.39,292.986,301.38,0,50,0.13713060709685765,0.0266303515125685,1.0869565217391304,4.166666666666667,0.0,1.0,1.0869565217391304,1.0,2,0.28488492464476783,1.2867391304347826,4.359999999999999
P100000123918,cement,UltraTech Cement Maihar Cement Plant,34,30,0.9358823529411765,0.89,1.94,0.30889948985173077,302.5917647058824,312.74,289.53823529411767,297.85,0,34,0.33959240280069913,0.0646973960584867,1.1333333333333333,2.8333333333333335,0.0,1.0,1.1333333333333333,1.0,2,0.34574590364176044,1.0606666666666666,1.94
P100000123919,cement,UltraTech Cement Dhalo Cement Plant,1,1,1.75,1.75,1.75,,328.68,328.68,301.57,301.57,0,0,0.574732382098943,0.574732382098943,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,1.75,1.75
P100000123920,cement,Chettinad Cement Corporation Sangam K Cement Plant,10,9,0.937,0.96,1.35,0.22196346045639537,300.377,304.83,288.32399999999996,292.91,0,10,0.16635344971720514,0.0351281201163733,1.1111111111111112,0.8333333333333334,0.0,1.0,1.1111111111111112,1.0,2,0.3333333333333333,1.0411111111111113,1.87
P100000123925,cement,Dalmia Cement (Bharat) East Jaintia Hills Cement Plant,1,1,3.87,3.87,3.87,,329.56,329.56,296.39,296.39,0,0,0.5269721502250716,0.5269721502250716,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,3.87,3.87
P100000123927,cement,Dalmia Cement (Bharat) YSR District Cement Plant,25,25,1.0532,0.74,7.74,1.4054528333126897,305.8488,347.78,291.77639999999997,299.1,0,24,0.18090456840802635,0.0412794261079607,1.0,2.0833333333333335,0.0,0.96,1.0,1.0,1,0.0,1.0532,7.74
P100000123929,cement,Dalmia Cement (Bharat) Ariyalur Cement Plant,72,65,1.1466666666666667,1.05,4.21,0.624317091697733,306.36583333333334,315.6,290.07180555555556,296.69,0,72,0.168652982417569,0.0149201451610226,1.1076923076923078,6.0,0.0,1.0,1.1076923076923078,1.0,2,0.31240383135639344,1.2701538461538462,7.26
P100000123930,cement,Dalmia Cement (Bharat) Belagavi Cement Plant,5,5,0.688,0.66,0.91,0.17655027612552748,302.156,304.65,291.204,293.5,0,5,0.16375828726463668,0.0366081662686676,1.0,0.4166666666666667,0.0,1.0,1.0,1.0,1,0.0,0.688,0.91
P100000123932,cement,OCL India Rajgangpur Cement Plant,2,2,0.6699999999999999,0.6699999999999999,0.83,0.22627416997969513,298.69500000000005,298.85,286.79499999999996,286.84,0,2,0.6423657776736246,0.303203248181894,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,1,0.0,0.6699999999999999,0.83
P100000123934,cement,Dalmia Cement (Bharat) Bokaro Steel City Cement Plant,27,25,2.9192592592592597,1.82,13.81,3.513202490305923,313.5618518518518,344.48,284.82703703703703,294.4,0,27,0.9291677699039943,0.7347665182232658,1.08,2.25,0.0,1.0,1.08,1.0,2,0.27688746209726917,3.1527999999999996,20.97
P100000123939,cement,HeidelbergCement India Narsinghgarh Cement Plant,91,82,1.1234065934065935,1.05,3.46,0.4202465408152162,303.328021978022,314.29,289.7701098901099,300.37,0,91,0.1832723262370295,0.015053992089368,1.1097560975609757,7.583333333333333,0.0,1.0,1.1097560975609757,1.0,2,0.31450912412820653,1.2467073170731708,3.56
P100000123940,cement,Zuari Cement Sitapuram Cement Plant,10,10,0.9339999999999999,0.8600000000000001,1.76,0.32803116383118913,304.04900000000004,307.43,291.817,295.92,0,10,0.13901505644475023,0.0201859316736689,1.0,0.8333333333333334,0.0,1.0,1.0,1.0,1,0.0,0.9339999999999999,1.76
P100000123941,cement,Zuari Cement Yerraguntla Cement Plant,16,16,0.87125,0.8200000000000001,1.47,0.279568119307859,307.4975,312.53,294.685,300.38,0,16,0.12498954551110246,0.0312108116417359,1.0,1.3333333333333333,0.0,1.0,1.0,1.0,1,0.0,0.87125,1.47
P100000123942,cement,HeidelbergCement India Jhansi Cement Plant,4,4,6.602499999999999,6.13,10.7,3.668972381108003,340.7225,345.5,304.725,316.16,0,0,0.8007530300139416,0.7026516078922042,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1,0.0,6.602499999999999,10.7
P100000123947,cement,India Cements Malkapur Cement Plant,3,2,12.459999999999999,12.36,13.08,0.5765414122159837,361.5366666666667,367.0,304.68666666666667,310.25,2,0,0.465653838880322,0.362902357850565,1.5,0.25,0.6666666666666666,0.0,1.5,1.5,2,0.7071067811865476,18.689999999999998,25.02
P100000123950,cement,India Cements Wadapally Cement Plant,1,1,0.58,0.58,0.58,,306.25,306.25,294.25,294.25,0,1,0.1196220393753778,0.1196220393753778,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,0.58,0.58
P100000123952,cement,Trinetra Cement Banswara Cement Plant,3,3,0.8333333333333334,1.05,1.16,0.47374395334751596,299.78333333333336,304.57,289.24333333333334,293.79,0,3,0.20757328356781432,0.1822634782324361,1.0,0.25,0.0,1.0,1.0,1.0,1,0.0,0.8333333333333334,1.16
P100000123956,cement,JK Cement Nimbahera Cement Plant,21,20,1.8280952380952382,1.65,3.72,0.6563125707132164,310.22761904761904,317.59,295.7738095238095,300.49,0,21,0.20341577644245015,0.0197643807666749,1.05,1.75,0.0,1.0,1.05,1.0,2,0.22360679774997894,1.9195,3.72
P100000123957,cement,JK Cement Chittaurgarh Cement Plant,53,51,1.0941509433962264,1.12,1.67,0.30024627047106706,302.3209433962264,311.32,288.90603773584905,300.03,0,53,0.6413325695117232,0.3771258818053451,1.0392156862745099,4.416666666666667,0.0,1.0,1.0392156862745099,1.0,2,0.1960392117639214,1.137058823529412,2.66
P100000123958,cement,JK Cement Bagalkot Cement Plant,1,1,0.65,0.65,0.65,,300.33,300.33,289.72,289.72,0,1,0.0709750926749601,0.0709750926749601,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,0.65,0.65
P100000123960,cement,JK Lakshmi Cement Ahiwara Cement Plant,4,4,1.8275000000000001,1.7249999999999999,3.18,1.3303476989118297,315.0,333.28,292.435,301.85,0,2,0.4184647287996208,0.1704717696032539,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,1,0.0,1.8275000000000001,3.18
P100000123961,cement,JK Lakshmi Cement Sirohi Cement Plant,121,106,1.4585123966942148,1.32,4.9,0.7272352452462507,307.8929752066116,335.98,292.2260330578512,307.14,0,118,0.16832894761646652,0.0141301426938891,1.1415094339622642,10.083333333333334,0.0,0.9752066115702479,1.1415094339622642,1.0,2,0.3502020979862375,1.6649056603773584,6.05
P100000123967,cement,JSW Cement Nandyal Cement Plant,23,20,1.4043478260869564,0.8,6.23,1.4983045754420277,309.34869565217394,336.24,294.03869565217394,310.38,0,19,0.39473334622450684,0.0802107916182112,1.15,1.9166666666666667,0.0,0.8260869565217391,1.15,1.0,2,0.3663475485325232,1.6149999999999998,11.48
P100000123969,cement,JSW Cement Raigad Cement Plant,531,192,2.43758945386064,2.01,10.66,1.4861290190701917,313.5853672316384,349.3,294.70267419962335,316.24,0,468,0.4355797074081713,0.0261111966366318,2.765625,44.25,0.0,0.8813559322033898,2.765625,2.5,9,1.6790254044833635,6.741458333333333,29.2
P100000123970,cement,JSW Cement Bellary Cement Plant,22,21,1.2854545454545454,1.2,3.8,0.7079395136438953,310.55636363636364,339.11,292.4372727272727,309.98,0,20,0.9331002008571573,0.8333126584025615,1.0476190476190477,1.8333333333333333,0.0,0.9090909090909091,1.0476190476190477,1.0,2,0.21821789023599236,1.3466666666666667,4.09
P100000123974,cement,Kesoram Industries Basanth Nagar Cement Plant,2,2,1.155,1.155,1.71,0.7848885271170677,306.26,309.93,293.68,295.31,0,2,0.4877138371649899,0.1176143262696621,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,1,0.0,1.155,1.71
P100000123975,cement,Kesoram Industries Gulbarga Cement Plant,2,2,5.1899999999999995,5.1899999999999995,6.12,1.3152186130069783,328.5,335.69,291.3,296.79,0,2,0.7070092986844794,0.7052696089960016,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,1,0.0,5.1899999999999995,6.12
P100000123976,cement,ACC Bardol Cement Plant,1,1,4.64,4.64,4.64,,342.4,342.4,306.21,306.21,0,0,0.8957483543849287,0.8957483543849287,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,4.64,4.64
P100000123977,cement,ACC Barmana Cement Plant,20,19,0.75,0.77,1.04,0.19322743621251917,301.79499999999996,306.38,288.913,294.95,0,20,0.12405575633957544,0.0071520829737294,1.0526315789473684,1.6666666666666667,0.0,1.0,1.0526315789473684,1.0,2,0.22941573387056174,0.7894736842105263,1.81
P100000123978,cement,ACC Cementnagar Cement Plant,143,126,1.213146853146853,1.19,2.86,0.4097945544706889,305.47041958041956,313.54,291.6963636363636,300.25,0,143,0.29115330773120435,0.0566610997814267,1.1349206349206349,11.916666666666666,0.0,1.0,1.1349206349206349,1.0,3,0.38684724847256385,1.3768253968253967,4.16
P100000123979,cement,ACC Jamul Cement Plant,30,28,0.9023333333333333,0.8500000000000001,1.67,0.2921464362779136,304.7653333333334,311.81,291.6666666666667,301.4,0,30,0.3400321547379861,0.1534904866267921,1.0714285714285714,2.5,0.0,1.0,1.0714285714285714,1.0,2,0.2622652641564811,0.9667857142857142,2.6799999999999997
P100000123981,cement,ACC Kymore Cement Plant,67,63,1.1465671641791044,1.03,3.35,0.5365138656142836,303.67,347.32,289.979552238806,315.56,0,66,0.2596272929776992,0.0215944905894997,1.0634920634920635,5.583333333333333,0.0,0.9850746268656716,1.0634920634920635,1.0,2,0.24580452980260514,1.2193650793650792,3.8
P100000123982,cement,ACC Ametha Cement Plant,43,43,1.0962790697674418,0.84,7.69,1.1095130275760707,305.11023255813956,367.0,289.9132558139535,299.82,1,42,0.1501728778746716,0.0024957422475536,1.0,3.5833333333333335,0.023255813953488372,0.9767441860465116,1.0,1.0,1,0.0,1.0962790697674418,7.69
P100000123985,cement,ACC Wadi Cement Plant,91,74,1.4623076923076923,1.3,5.13,0.7785528982571547,308.23681318681315,334.59,291.63571428571424,309.38,0,90,0.17921613447823512,0.0230656723774542,1.2297297297297298,7.583333333333333,0.0,0.989010989010989,1.2297297297297298,1.0,3,0.4839137616281197,1.7982432432432431,6.35
P100000123986,cement,Ambuja Cements Ambuja Nagar Cement Plant,20,17,1.1305,1.14,1.62,0.2703306941701707,303.21950000000004,308.34,291.6165,294.36,0,20,0.21935364691823106,0.0186717363625231,1.1764705882352942,1.6666666666666667,0.0,1.0,1.1764705882352942,1.0,2,0.3929526239966879,1.33,2.66
P100000123987,cement,Ambuja Cements Darlaghat Cement Plant,83,71,0.8213253012048193,0.78,1.8,0.3371536925510721,300.6940963855422,311.3,287.2624096385542,295.54,0,83,0.34180906268014455,0.0108365460587413,1.1690140845070423,6.916666666666667,0.0,1.0,1.1690140845070423,1.0,2,0.3774317532617273,0.9601408450704225,2.37
P100000123988,cement,Ambuja Cements Rabriyawas Cement Plant,32,32,0.9824999999999999,0.85,2.58,0.49380027306333,302.4025,316.12,289.665625,303.3,0,32,0.29166086855510565,0.1315752784851516,1.0,2.6666666666666665,0.0,1.0,1.0,1.0,1,0.0,0.9824999999999999,2.58
P100000123989,cement,Ambuja Cements Rawan Cement Plant,174,143,1.5201149425287357,1.4,4.14,0.5773248937596759,305.96482758620687,329.77,291.09741379310344,304.76,0,173,0.31770874833401697,0.019073506499498,1.2167832167832169,14.5,0.0,0.9942528735632183,1.2167832167832169,1.0,5,0.606767702027211,1.8496503496503496,9.96
P100000123990,cement,Ambuja Cements Sonapur Cement Plant,1,1,2.27,2.27,2.27,,313.86,313.86,299.03,299.03,0,1,0.7861722092921638,0.7861722092921638,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,2.27,2.27
P100000123991,cement,ACC Sindri Cement Plant,6,5,2.12,2.135,3.34,1.1439405578962571,319.3383333333333,338.76,293.64,313.32,0,5,0.6198509203284733,0.4949201156727913,1.2,0.5,0.0,0.8333333333333334,1.2,1.0,2,0.4472135954999579,2.544,5.98
P100000123992,cement,ACC Kudithini Cement Plant,3,2,10.103333333333333,7.16,20.32,9.108920536119157,347.93,350.42,317.6433333333334,323.97,0,0,0.6206661160513995,0.433063677184909,1.5,0.25,0.0,0.0,1.5,1.5,2,0.7071067811865476,15.155000000000001,27.48
P100000123993,cement,ACC Gauriganj Cement Plant,3,3,7.0,3.26,14.56,6.547274242003309,345.73333333333335,367.0,305.63,320.39,1,0,0.7141653461331119,0.6254543619156815,1.0,0.25,0.3333333333333333,0.0,1.0,1.0,1,0.0,7.0,14.56
P100000124006,cement,Murli Industries Chandrapur Cement Plant,19,18,1.4331578947368422,0.84,12.37,2.659899857412303,304.6063157894737,341.71,291.1721052631579,313.14,0,18,0.19024501038481417,0.047322244957757,1.0555555555555556,1.5833333333333333,0.0,0.9473684210526315,1.0555555555555556,1.0,2,0.2357022603955158,1.5127777777777778,12.37
